"Module"	"Gene1"	"Gene2"
"M2"	"PTP4A1"	"GRIN2B"
"M2"	"PTP4A1"	"APOBEC1"
"M2"	"PTP4A1"	"SHOX2"
"M2"	"PTP4A1"	"ORM1"
"M2"	"PTP4A1"	"SLITRK4"
"M2"	"PTP4A1"	"CDK5R2"
"M2"	"PTP4A1"	"TNNI3"
"M2"	"PTP4A1"	"SRPX"
"M2"	"PTP4A1"	"PCDHA6"
"M2"	"PTP4A1"	"SPIC"
"M2"	"PTP4A1"	"ANP32D"
"M2"	"PTP4A1"	"PHYHIPL"
"M2"	"PTP4A1"	"SPHKAP"
"M2"	"PTP4A1"	"DMP1"
"M2"	"PTP4A1"	"KRT25"
"M2"	"PTP4A1"	"CPXCR1"
"M2"	"PTP4A1"	"SLC19A3"
"M2"	"PTP4A1"	"CLDN18"
"M2"	"PTP4A1"	"CACNA1A"
"M2"	"PTP4A1"	"FAM71E2"
"M2"	"PTP4A1"	"PCDHA5"
"M2"	"PTP4A1"	"ZNF208"
"M2"	"PTP4A1"	"KRT37"
"M2"	"PTP4A1"	"GPA33"
"M2"	"PTP4A1"	"PON1"
"M2"	"PTP4A1"	"GPR20"
"M2"	"PTP4A1"	"NACAD"
"M2"	"PTP4A1"	"SLC32A1"
"M2"	"PTP4A1"	"XIRP2"
"M2"	"PTP4A1"	"NPFFR2"
"M2"	"PTP4A1"	"GIPC3"
"M2"	"PTP4A1"	"CGREF1"
"M2"	"PTP4A1"	"MEDAG"
"M2"	"PTP4A1"	"TM4SF4"
"M2"	"PTP4A1"	"ORM2"
"M2"	"PTP4A1"	"DKK2"
"M2"	"PTP4A1"	"IGDCC4"
"M2"	"PTP4A1"	"DCLK3"
"M2"	"PTP4A1"	"CNTN4"
"M2"	"PTP4A1"	"OPN4"
"M2"	"PTP4A1"	"GYS2"
"M2"	"PTP4A1"	"SHANK1"
"M2"	"PTP4A1"	"C6orf201"
"M2"	"PTP4A1"	"DUSP26"
"M2"	"PKLR"	"NPFFR2"
"M2"	"STAP1"	"DMP1"
"M2"	"GLP1R"	"APOA4"
"M2"	"GLP1R"	"GJA3"
"M2"	"GLP1R"	"HERPUD2"
"M2"	"GLP1R"	"PMP22"
"M2"	"GLP1R"	"CBX7"
"M2"	"GLP1R"	"SLC6A5"
"M2"	"GLP1R"	"UGGT1"
"M2"	"GLP1R"	"FABP1"
"M2"	"GLP1R"	"E2F1"
"M2"	"GLP1R"	"LPIN2"
"M2"	"HIRA"	"NAP1L3"
"M2"	"AP1G1"	"KRT34"
"M2"	"HCK"	"KRT25"
"M2"	"DENR"	"APOBEC1"
"M2"	"DENR"	"NAP1L3"
"M2"	"CSRP2BP"	"SGCD"
"M2"	"ZNF787"	"GIPC3"
"M2"	"POLR3H"	"HSPB3"
"M2"	"POLR3H"	"KRT25"
"M2"	"POLR3H"	"PCDHA5"
"M2"	"REM1"	"SGCD"
"M2"	"REM1"	"DMP1"
"M2"	"AIMP2"	"APOBEC1"
"M2"	"NRAP"	"SGCD"
"M2"	"NRAP"	"TGM3"
"M2"	"GID8"	"GRIN2B"
"M2"	"GID8"	"NACAD"
"M2"	"KNSTRN"	"APOBEC1"
"M2"	"SRP68"	"DMP1"
"M2"	"SYMPK"	"KRT25"
"M2"	"MAP7D3"	"NACAD"
"M2"	"MATK"	"APOBEC1"
"M2"	"MATK"	"NAP1L3"
"M2"	"SALL4"	"SPIC"
"M2"	"NOTCH2"	"NMBR"
"M2"	"BMP7"	"NMBR"
"M2"	"EIF3E"	"NMBR"
"M2"	"TSSK2"	"NMBR"
"M2"	"TSSK2"	"SLITRK4"
"M2"	"TSSK2"	"BMP15"
"M2"	"SEMG1"	"NMBR"
"M2"	"SEMG1"	"ZMAT4"
"M2"	"CASP14"	"NMBR"
"M2"	"SLC31A1"	"NMBR"
"M2"	"SLC31A1"	"TEX36"
"M2"	"SLC31A1"	"PCDHA5"
"M2"	"WDR35"	"NMBR"
"M2"	"PPP1R2"	"NMBR"
"M2"	"PPP1R2"	"SHANK1"
"M2"	"NMBR"	"H1FX"
"M2"	"NMBR"	"FBLN2"
"M2"	"NMBR"	"DHX32"
"M2"	"NMBR"	"MSANTD3"
"M2"	"LDHD"	"ASIC2"
"M2"	"PTK2"	"EGFLAM"
"M2"	"H1FX"	"NACAD"
"M2"	"CCNB2"	"SHOX2"
"M2"	"CNEP1R1"	"CPXCR1"
"M2"	"PRKAB2"	"SLITRK4"
"M2"	"PRKAB2"	"PCDHA5"
"M2"	"PRKAB2"	"KRT37"
"M2"	"PRKAB2"	"XIRP2"
"M2"	"SIPA1L3"	"KRT37"
"M2"	"RINT1"	"PCDHA5"
"M2"	"RINT1"	"NACAD"
"M2"	"NACA2"	"DSN1"
"M2"	"NACA2"	"RBMX"
"M2"	"NACA2"	"C15orf40"
"M2"	"RPGRIP1"	"APOBEC1"
"M2"	"EMC7"	"GIPC3"
"M2"	"AP1B1"	"GIPC3"
"M2"	"TRAPPC4"	"GIPC3"
"M2"	"TGFB2"	"PON1"
"M2"	"CST5"	"GJD4"
"M2"	"CST5"	"SGCE"
"M2"	"CST5"	"TRIM63"
"M2"	"CST5"	"PSMA7"
"M2"	"CST5"	"GLIS2"
"M2"	"IST1"	"HSPB3"
"M2"	"EPHA7"	"HSPB3"
"M2"	"GUCY2C"	"KRT37"
"M2"	"HSPB3"	"CXCR4"
"M2"	"HSPB3"	"CSRP3"
"M2"	"HSPB3"	"GAS1"
"M2"	"HSPB3"	"EXOSC6"
"M2"	"HSPB3"	"CHMP3"
"M2"	"HSPB3"	"TBCD"
"M2"	"HSPB3"	"GNG7"
"M2"	"HSPB3"	"SMARCE1"
"M2"	"HSPB3"	"TRIM42"
"M2"	"HSPB3"	"RUNX2"
"M2"	"HSPB3"	"CCDC42"
"M2"	"HSPB3"	"FHL5"
"M2"	"HSPB3"	"MPP2"
"M2"	"HSPB3"	"TESK1"
"M2"	"HSPB3"	"GMFB"
"M2"	"HSPB3"	"ADORA2A"
"M2"	"HSPB3"	"RELA"
"M2"	"HSPB3"	"MINK1"
"M2"	"HSPB3"	"AATK"
"M2"	"HSPB3"	"CREB3L2"
"M2"	"HSPB3"	"BRF2"
"M2"	"HSPB3"	"ARL3"
"M2"	"HSPB3"	"ZNRF2"
"M2"	"HSPB3"	"KIAA0101"
"M2"	"HSPB3"	"MINOS1"
"M2"	"HSPB3"	"KCNIP2"
"M2"	"HSPB3"	"SCMH1"
"M2"	"HSPB3"	"DLK1"
"M2"	"HSPB3"	"ZNF217"
"M2"	"HSPB3"	"MSX1"
"M2"	"HSPB3"	"TERT"
"M2"	"HSPB3"	"HES5"
"M2"	"HSPB3"	"GABRA4"
"M2"	"HSPB3"	"EFEMP1"
"M2"	"HSPB3"	"SNED1"
"M2"	"HSPB3"	"NOSIP"
"M2"	"HSPB3"	"VPS54"
"M2"	"HSPB3"	"REN"
"M2"	"HSPB3"	"TRIM24"
"M2"	"HSPB3"	"SOCS6"
"M2"	"HSPB3"	"SH3RF3"
"M2"	"HSPB3"	"LPAR4"
"M2"	"HSPB3"	"MT1G"
"M2"	"HSPB3"	"CHRM2"
"M2"	"HSPB3"	"ADRB1"
"M2"	"HSPB3"	"NRG2"
"M2"	"HSPB3"	"RPL26"
"M2"	"HSPB3"	"LRP2BP"
"M2"	"HSPB3"	"AIPL1"
"M2"	"HSPB3"	"ASB7"
"M2"	"HSPB3"	"GRB7"
"M2"	"HSPB3"	"FTCD"
"M2"	"HSPB3"	"HAGH"
"M2"	"HSPB3"	"CDH8"
"M2"	"HSPB3"	"PER3"
"M2"	"HSPB3"	"AMMECR1L"
"M2"	"HSPB3"	"DNAJC5"
"M2"	"HSPB3"	"TLX3"
"M2"	"HSPB3"	"RGS5"
"M2"	"HSPB3"	"BCL6B"
"M2"	"HSPB3"	"KLHL1"
"M2"	"HSPB3"	"DDB1"
"M2"	"HSPB3"	"BCLAF1"
"M2"	"HSPB3"	"CKM"
"M2"	"HSPB3"	"TWF1"
"M2"	"HSPB3"	"MOB3B"
"M2"	"HSPB3"	"BAZ1A"
"M2"	"HSPB3"	"GAS2L2"
"M2"	"HSPB3"	"HDAC8"
"M2"	"HSPB3"	"USP49"
"M2"	"HSPB3"	"FAS"
"M2"	"HSPB3"	"TBC1D16"
"M2"	"HSPB3"	"CASP12"
"M2"	"HSPB3"	"ULBP2"
"M2"	"HSPB3"	"UBA1"
"M2"	"HSPB3"	"AR"
"M2"	"HSPB3"	"PRX"
"M2"	"HSPB3"	"OS9"
"M2"	"HSPB3"	"FAIM2"
"M2"	"HSPB3"	"ABCD2"
"M2"	"HSPB3"	"CDK12"
"M2"	"HSPB3"	"EEF1B2"
"M2"	"HSPB3"	"DDIT4L"
"M2"	"HSPB3"	"MRPL20"
"M2"	"HSPB3"	"RGS13"
"M2"	"HSPB3"	"NTN4"
"M2"	"HSPB3"	"PRR12"
"M2"	"HSPB3"	"PXDNL"
"M2"	"HSPB3"	"GLIS2"
"M2"	"HSPB3"	"TNFAIP6"
"M2"	"HSPB3"	"PARP4"
"M2"	"HSPB3"	"TMEM102"
"M2"	"HSPB3"	"MFSD7"
"M2"	"HSPB3"	"SYPL1"
"M2"	"HSPB3"	"TP53AIP1"
"M2"	"HSPB3"	"PCGF6"
"M2"	"HSPB3"	"CD5L"
"M2"	"HSPB3"	"DENND4A"
"M2"	"HSPB3"	"IGFBP4"
"M2"	"HSPB3"	"ABCF1"
"M2"	"HSPB3"	"FAHD1"
"M2"	"ERP29"	"KRT37"
"M2"	"LIN37"	"CDK5R2"
"M2"	"LIN37"	"PON1"
"M2"	"LIN37"	"NACAD"
"M2"	"NRARP"	"DRD1"
"M2"	"NRARP"	"ORM1"
"M2"	"NRARP"	"PCDHA6"
"M2"	"RBBP8"	"TNNI3"
"M2"	"RBBP8"	"KRT37"
"M2"	"NFE2L2"	"PCDHA5"
"M2"	"VAMP3"	"GPR20"
"M2"	"NCBP2"	"ASIC2"
"M2"	"NEIL1"	"NACAD"
"M2"	"NEIL1"	"EGFLAM"
"M2"	"NEIL1"	"DKK2"
"M2"	"CSRP3"	"MC5R"
"M2"	"CSRP3"	"PCDHA5"
"M2"	"CSRP3"	"KRT37"
"M2"	"CSRP3"	"DKK2"
"M2"	"CSRP3"	"IGDCC4"
"M2"	"CTBS"	"KRT37"
"M2"	"CTBS"	"NACAD"
"M2"	"CTBS"	"CGREF1"
"M2"	"EBP"	"GPA33"
"M2"	"SELE"	"SPIC"
"M2"	"SELE"	"GPA33"
"M2"	"TEX36"	"SLC18A2"
"M2"	"TEX36"	"FAM84B"
"M2"	"TEX36"	"SDCBP"
"M2"	"TEX36"	"NAT10"
"M2"	"TEX36"	"MTHFD2"
"M2"	"TEX36"	"GZMM"
"M2"	"TEX36"	"ZNF2"
"M2"	"TEX36"	"FOLR3"
"M2"	"TEX36"	"DAK"
"M2"	"MAFF"	"ETNPPL"
"M2"	"ACTG2"	"RFXAP"
"M2"	"ACTG2"	"NMT2"
"M2"	"ACTG2"	"AMIGO2"
"M2"	"ACTG2"	"GH1"
"M2"	"ACTG2"	"RNF32"
"M2"	"ACTG2"	"FOLR3"
"M2"	"ACTG2"	"IL1RAP"
"M2"	"ACTG2"	"KDM5A"
"M2"	"ACTG2"	"M6PR"
"M2"	"ACTG2"	"F10"
"M2"	"ACTG2"	"IL22RA1"
"M2"	"ACTG2"	"SH2B2"
"M2"	"ACTG2"	"HES4"
"M2"	"ACTG2"	"ARHGEF1"
"M2"	"ACTG2"	"REPS1"
"M2"	"ACTG2"	"GHSR"
"M2"	"TNNI1"	"APOBEC1"
"M2"	"IFIT3"	"DRD1"
"M2"	"ZNF3"	"SGCD"
"M2"	"GFRA3"	"GRIN2A"
"M2"	"GFRA3"	"CBLL1"
"M2"	"GFRA3"	"PXMP2"
"M2"	"GFRA3"	"GSPT1"
"M2"	"GFRA3"	"GRHL2"
"M2"	"GFRA3"	"P4HTM"
"M2"	"GFRA3"	"FUNDC2"
"M2"	"ABL2"	"SPIC"
"M2"	"ARHGEF7"	"SGCD"
"M2"	"MIEF2"	"SGCD"
"M2"	"JUND"	"COMP"
"M2"	"GAS1"	"APOBEC1"
"M2"	"EXOSC6"	"SLITRK4"
"M2"	"EXOSC6"	"SPIC"
"M2"	"AJUBA"	"SGCD"
"M2"	"CHMP3"	"SLITRK4"
"M2"	"CHMP3"	"SPIC"
"M2"	"SCN1A"	"CD79B"
"M2"	"SCN1A"	"NHLH2"
"M2"	"SCN1A"	"MLLT6"
"M2"	"SCN1A"	"RHD"
"M2"	"SCN1A"	"IKZF1"
"M2"	"SCN1A"	"VDAC2"
"M2"	"SCN1A"	"SGCD"
"M2"	"SCN1A"	"GAB1"
"M2"	"SCN1A"	"MAML3"
"M2"	"SCN1A"	"CCNO"
"M2"	"SCN1A"	"RAD51C"
"M2"	"SCN1A"	"NUDT7"
"M2"	"SCN1A"	"NOTCH1"
"M2"	"SCN1A"	"TTLL5"
"M2"	"SCN1A"	"SEMA3F"
"M2"	"SCN1A"	"IL2RA"
"M2"	"SCN1A"	"KIF20B"
"M2"	"SCN1A"	"RIC8B"
"M2"	"SCN1A"	"BIN2"
"M2"	"SCN1A"	"MYL12B"
"M2"	"SCN1A"	"WSB2"
"M2"	"SCN1A"	"SIRT5"
"M2"	"SCN1A"	"SLC1A1"
"M2"	"SCN1A"	"DNAJC5"
"M2"	"SCN1A"	"ZDHHC13"
"M2"	"SCN1A"	"NPPC"
"M2"	"SCN1A"	"PXDNL"
"M2"	"SCN1A"	"SNAPC5"
"M2"	"SCN1A"	"PJA1"
"M2"	"SCN1A"	"FHL1"
"M2"	"SCN1A"	"TMEM109"
"M2"	"SCN1A"	"CDK13"
"M2"	"SCN1A"	"ANKRD53"
"M2"	"SCN1A"	"GPN1"
"M2"	"SCN1A"	"TIMP3"
"M2"	"SCN1A"	"GIMAP4"
"M2"	"SCN1A"	"ZNF730"
"M2"	"SCN1A"	"PRSS3"
"M2"	"SCN1A"	"ZNF141"
"M2"	"SCN1A"	"SAT2"
"M2"	"SCN1A"	"TAOK1"
"M2"	"SCN1A"	"CAPNS2"
"M2"	"SCN1A"	"THOC7"
"M2"	"SCN1A"	"CBFA2T3"
"M2"	"SCN1A"	"HSPB2"
"M2"	"SCN1A"	"NAA10"
"M2"	"SCN1A"	"SMCO4"
"M2"	"SCN1A"	"PSMG2"
"M2"	"SCN1A"	"ARL6IP1"
"M2"	"SCN1A"	"CBX6"
"M2"	"SCN1A"	"LYRM7"
"M2"	"SCN1A"	"LOR"
"M2"	"SCN1A"	"MBLAC2"
"M2"	"SCN1A"	"LAMTOR1"
"M2"	"SCN1A"	"RCL1"
"M2"	"SCN1A"	"RPL30"
"M2"	"SCN1A"	"EXT2"
"M2"	"SCN1A"	"DOC2B"
"M2"	"SCN1A"	"STRIP1"
"M2"	"SCN1A"	"FUCA2"
"M2"	"SCN1A"	"ICMT"
"M2"	"SCN1A"	"HPR"
"M2"	"SCN1A"	"CEP290"
"M2"	"SCN1A"	"SIGLEC7"
"M2"	"SCN1A"	"GLRA3"
"M2"	"SCN1A"	"ALOX12"
"M2"	"SCN1A"	"PLB1"
"M2"	"SCN1A"	"MYLK2"
"M2"	"SCN1A"	"TBX3"
"M2"	"SCN1A"	"AP5Z1"
"M2"	"SCN1A"	"ZNF763"
"M2"	"SCN1A"	"LNPEP"
"M2"	"SCN1A"	"ALS2CR11"
"M2"	"SCN1A"	"SAP130"
"M2"	"SCN1A"	"CYP4V2"
"M2"	"SCN1A"	"CSDC2"
"M2"	"SCN1A"	"USP5"
"M2"	"SCN1A"	"RIPK4"
"M2"	"SCN1A"	"PUM1"
"M2"	"SCN1A"	"PLXNB2"
"M2"	"SCN1A"	"OSBPL2"
"M2"	"SCN1A"	"ZNF688"
"M2"	"SCN1A"	"UGT2B7"
"M2"	"SCN1A"	"CACNA2D3"
"M2"	"SCN1A"	"PRR7"
"M2"	"HOXD12"	"SGCD"
"M2"	"KIRREL"	"SPIC"
"M2"	"CSPG4"	"TRIM42"
"M2"	"CSPG4"	"MGARP"
"M2"	"SGCD"	"TCF4"
"M2"	"SGCD"	"HFE"
"M2"	"SGCD"	"SERPINB9"
"M2"	"SGCD"	"SUN1"
"M2"	"SGCD"	"FOLR3"
"M2"	"SGCD"	"GATA1"
"M2"	"GRIA3"	"CRLF1"
"M2"	"GRIA3"	"CDKN3"
"M2"	"GRIA3"	"FKBP11"
"M2"	"GRIA3"	"SEC23B"
"M2"	"GRIA3"	"SYNPO2"
"M2"	"GRIA3"	"BRI3BP"
"M2"	"GRIA3"	"SLC1A2"
"M2"	"GRIA3"	"GPRC5C"
"M2"	"HAUS7"	"MTNR1B"
"M2"	"FLNC"	"MTNR1B"
"M2"	"FLNC"	"PCDHA6"
"M2"	"IRF8"	"CDK5R2"
"M2"	"IRF8"	"PCDHA6"
"M2"	"IRF8"	"C6orf201"
"M2"	"ITGA7"	"PCDHA6"
"M2"	"ZMYM2"	"MTNR1B"
"M2"	"ASCC2"	"MTNR1B"
"M2"	"S100A1"	"FAM71E2"
"M2"	"TRIM31"	"MTNR1B"
"M2"	"KRT73"	"MRGBP"
"M2"	"KRT73"	"IFNGR2"
"M2"	"KRT73"	"DOK1"
"M2"	"KRT73"	"SH3GL2"
"M2"	"KRT73"	"RBMS2"
"M2"	"KRT73"	"CSRP1"
"M2"	"KRT73"	"TRIP4"
"M2"	"KRT73"	"HTR1B"
"M2"	"KRT73"	"ZFP1"
"M2"	"KRT73"	"ACVR1B"
"M2"	"KRT73"	"TRMT10A"
"M2"	"KRT73"	"NKG7"
"M2"	"KRT73"	"CCNC"
"M2"	"KRT73"	"SNURF"
"M2"	"KRT73"	"TTBK2"
"M2"	"KRT73"	"SERHL2"
"M2"	"KRT73"	"ACAP2"
"M2"	"CAPRIN1"	"MTNR1B"
"M2"	"IGFBP6"	"FAM71E2"
"M2"	"CRHBP"	"PCDHA6"
"M2"	"H2BFM"	"DRD1"
"M2"	"H2BFM"	"MTNR1B"
"M2"	"H2BFM"	"CACNA1A"
"M2"	"PAPD5"	"MTNR1B"
"M2"	"GATAD2B"	"SLITRK4"
"M2"	"S100A16"	"SLITRK4"
"M2"	"S100A16"	"SHANK1"
"M2"	"TBCD"	"MTNR1B"
"M2"	"SMYD2"	"FAM71E2"
"M2"	"MTBP"	"MTNR1B"
"M2"	"MTBP"	"CTRL"
"M2"	"MTBP"	"KRT37"
"M2"	"ITPR1"	"MTNR1B"
"M2"	"ZFP42"	"FAM71E2"
"M2"	"ANXA1"	"FAM71E2"
"M2"	"SH2D1A"	"SLITRK4"
"M2"	"RPS15A"	"SLITRK4"
"M2"	"RPS15A"	"PCDHA6"
"M2"	"SEC13"	"PCDHA6"
"M2"	"SEC13"	"KRT37"
"M2"	"ATP5G3"	"SLITRK4"
"M2"	"RAB6B"	"TRIM42"
"M2"	"MYO18B"	"MTNR1B"
"M2"	"PPP1R37"	"TRIM42"
"M2"	"LYL1"	"SLITRK4"
"M2"	"LYL1"	"PCDHA5"
"M2"	"ELAVL1"	"TRIM42"
"M2"	"CNOT6"	"MTNR1B"
"M2"	"CNOT6"	"COL8A1"
"M2"	"CNOT6"	"GRIN2B"
"M2"	"METTL9"	"SLITRK4"
"M2"	"THEG"	"FAM71E2"
"M2"	"RUSC1"	"MTNR1B"
"M2"	"HDAC10"	"MTNR1B"
"M2"	"SEMA3F"	"TRIM42"
"M2"	"TXNL1"	"FAM71E2"
"M2"	"TXNL1"	"XIRP2"
"M2"	"TXNL1"	"NPFFR2"
"M2"	"SLC18A2"	"XIRP2"
"M2"	"PARL"	"MTNR1B"
"M2"	"PARL"	"PCDHA6"
"M2"	"CPNE2"	"TRIM42"
"M2"	"KDM3A"	"GRM8"
"M2"	"KDM3A"	"SPIC"
"M2"	"KDM3A"	"KRT37"
"M2"	"KDM3A"	"XIRP2"
"M2"	"RIT2"	"CREBZF"
"M2"	"RIT2"	"EIF3I"
"M2"	"RIT2"	"IRF9"
"M2"	"RIT2"	"STK25"
"M2"	"RIT2"	"DLD"
"M2"	"TMED1"	"GRM8"
"M2"	"TMED1"	"SLITRK4"
"M2"	"TMED1"	"XIRP2"
"M2"	"TMED1"	"NPFFR2"
"M2"	"TRIM42"	"FOLR3"
"M2"	"TRIM42"	"BAIAP2L1"
"M2"	"TRIM42"	"MBD3"
"M2"	"RYR3"	"SYTL1"
"M2"	"RYR3"	"CLIC6"
"M2"	"RYR3"	"RANBP10"
"M2"	"RYR3"	"ALPP"
"M2"	"RYR3"	"NGB"
"M2"	"RYR3"	"TPRA1"
"M2"	"RYR3"	"PPP1R3G"
"M2"	"RYR3"	"THYN1"
"M2"	"RYR3"	"GAST"
"M2"	"JMJD1C"	"FAM71E2"
"M2"	"BST2"	"PCDHA6"
"M2"	"NHP2L1"	"CACNA1A"
"M2"	"LNP1"	"PCDHA6"
"M2"	"PIAS2"	"PCDHA6"
"M2"	"ASB3"	"CACNA1A"
"M2"	"SMEK1"	"EGFLAM"
"M2"	"POLR3A"	"PCDHA6"
"M2"	"NUP54"	"IGDCC4"
"M2"	"ZNF8"	"IGDCC4"
"M2"	"EIF4B"	"IGDCC4"
"M2"	"LRRFIP1"	"MTNR1B"
"M2"	"FBXW4"	"IGDCC4"
"M2"	"HNRNPR"	"CLDN18"
"M2"	"ULK2"	"PON1"
"M2"	"TAX1BP1"	"FAM71E2"
"M2"	"TAX1BP1"	"ZNF727"
"M2"	"VAPA"	"PCDHA6"
"M2"	"XRCC6"	"IGDCC4"
"M2"	"CLDN1"	"PON1"
"M2"	"BMPR1A"	"IGDCC4"
"M2"	"XAB2"	"PON1"
"M2"	"GNL1"	"PCDHA6"
"M2"	"IRF3"	"PCDHA6"
"M2"	"KIF21B"	"DRD1"
"M2"	"KIF21B"	"PCDHA6"
"M2"	"BUB1B"	"PCDHA6"
"M2"	"CREBZF"	"PCDHA6"
"M2"	"STON2"	"PCDHA6"
"M2"	"ISL2"	"PCDHA6"
"M2"	"CHD7"	"FAM71E2"
"M2"	"PPP1R9B"	"PCDHA6"
"M2"	"HSD17B10"	"PCDHA6"
"M2"	"MRGBP"	"PON1"
"M2"	"GSC"	"KRT37"
"M2"	"SORL1"	"PCDHA6"
"M2"	"PTS"	"FAM71E2"
"M2"	"CASP3"	"PON1"
"M2"	"IRX4"	"DRD1"
"M2"	"IRX4"	"ORM1"
"M2"	"CD163"	"ORM1"
"M2"	"TAGLN"	"NACAD"
"M2"	"NFIB"	"PCDHA6"
"M2"	"ARPC1B"	"DRD1"
"M2"	"ARPC1B"	"PON1"
"M2"	"MAGEB18"	"CPXCR1"
"M2"	"ABCG8"	"TGM3"
"M2"	"ABCG8"	"CACNA1A"
"M2"	"MYBL2"	"SLITRK4"
"M2"	"MYBL2"	"PCDHA6"
"M2"	"ESCO1"	"NACAD"
"M2"	"EDAR"	"NACAD"
"M2"	"TSNAX"	"NACAD"
"M2"	"CENPJ"	"KRT37"
"M2"	"FBLIM1"	"ORM1"
"M2"	"CHD6"	"SLITRK4"
"M2"	"CHD6"	"XIRP2"
"M2"	"GGH"	"CACNA1A"
"M2"	"VRK1"	"KRT37"
"M2"	"HIST1H2AM"	"NACAD"
"M2"	"HIST1H2AM"	"DKK2"
"M2"	"RFXAP"	"KRT37"
"M2"	"UBE2L6"	"PCDHA5"
"M2"	"LPP"	"PCDHA5"
"M2"	"XRCC4"	"CPXCR1"
"M2"	"SERPINB8"	"CPXCR1"
"M2"	"USP33"	"BMP15"
"M2"	"USP33"	"KRT37"
"M2"	"USP33"	"HCRTR2"
"M2"	"USP33"	"KRT34"
"M2"	"HOXA10"	"KRT37"
"M2"	"RAB13"	"PON1"
"M2"	"RAB13"	"EGFLAM"
"M2"	"TUBA1C"	"PCDHA5"
"M2"	"DEDD"	"PHYHIPL"
"M2"	"SLA"	"LHX1"
"M2"	"SARNP"	"PCDHA5"
"M2"	"NMT2"	"CLDN18"
"M2"	"NMT2"	"NACAD"
"M2"	"CBLL1"	"CLDN19"
"M2"	"RPL35A"	"MTNR1B"
"M2"	"RPL35A"	"TGM3"
"M2"	"TFAP2B"	"BMP15"
"M2"	"CEP97"	"MTNR1B"
"M2"	"CEP97"	"PHYHIPL"
"M2"	"CARS"	"CRP"
"M2"	"MC5R"	"GSPT1"
"M2"	"MC5R"	"TMEM33"
"M2"	"MC5R"	"DOK1"
"M2"	"MC5R"	"SLC4A8"
"M2"	"MC5R"	"PIK3IP1"
"M2"	"MC5R"	"ADAM15"
"M2"	"MC5R"	"MCRS1"
"M2"	"MC5R"	"GMPPA"
"M2"	"MC5R"	"PAXIP1"
"M2"	"MC5R"	"PEX5"
"M2"	"MC5R"	"USP15"
"M2"	"MC5R"	"PROSC"
"M2"	"MC5R"	"CNGA1"
"M2"	"MC5R"	"PAN2"
"M2"	"MC5R"	"GNPTAB"
"M2"	"MC5R"	"NFIL3"
"M2"	"BBC3"	"ASIC2"
"M2"	"BBC3"	"CRP"
"M2"	"RCC1"	"CRP"
"M2"	"MUC5AC"	"CRP"
"M2"	"E2F4"	"DMP1"
"M2"	"ZNF259"	"DMP1"
"M2"	"MLF1"	"DMP1"
"M2"	"MYOZ3"	"DRD1"
"M2"	"TAF7"	"DRD1"
"M2"	"LMAN1"	"DRD1"
"M2"	"PXMP2"	"DRD1"
"M2"	"SYTL1"	"DRD1"
"M2"	"SORBS1"	"DRD1"
"M2"	"BANF1"	"DRD1"
"M2"	"RAB27B"	"DRD1"
"M2"	"MPP2"	"DRD1"
"M2"	"RPL38"	"DRD1"
"M2"	"TIMM13"	"MGARP"
"M2"	"DRD1"	"SETD6"
"M2"	"DRD1"	"PITX1"
"M2"	"DRD1"	"HHEX"
"M2"	"DRD1"	"STK38L"
"M2"	"DRD1"	"RPS6KC1"
"M2"	"DRD1"	"USP22"
"M2"	"DRD1"	"CTRL"
"M2"	"DRD1"	"BTBD2"
"M2"	"DRD1"	"ST7L"
"M2"	"DRD1"	"SYNE1"
"M2"	"MTNR1B"	"MTF1"
"M2"	"MTNR1B"	"TOMM70A"
"M2"	"MTNR1B"	"MUSTN1"
"M2"	"MTNR1B"	"ZNF106"
"M2"	"MTNR1B"	"ACSL6"
"M2"	"MTNR1B"	"FBXW2"
"M2"	"CPNE4"	"MGARP"
"M2"	"COL8A1"	"H3F3A"
"M2"	"COL8A1"	"COPG2"
"M2"	"COL8A1"	"WDR74"
"M2"	"TAF8"	"GYS2"
"M2"	"CYB5B"	"KRT37"
"M2"	"CD226"	"PCDHA5"
"M2"	"ERI3"	"MGARP"
"M2"	"PRTN3"	"GRK1"
"M2"	"PRTN3"	"PCDHA5"
"M2"	"GSPT1"	"CDK5R2"
"M2"	"SGCE"	"SPIC"
"M2"	"ASIC2"	"GPC3"
"M2"	"ASIC2"	"ACAD11"
"M2"	"ASIC2"	"PODXL"
"M2"	"ASIC2"	"EAF1"
"M2"	"ASIC2"	"RPS13"
"M2"	"ASIC2"	"KDM6B"
"M2"	"NKX3-2"	"RNF39"
"M2"	"NKX3-2"	"BAIAP2L1"
"M2"	"NKX3-2"	"MOB1A"
"M2"	"NKX3-2"	"CSH2"
"M2"	"NKX3-2"	"CHD1"
"M2"	"NKX3-2"	"RNF7"
"M2"	"NKX3-2"	"DHDDS"
"M2"	"SCAI"	"EGFLAM"
"M2"	"GUCY1B3"	"EGFLAM"
"M2"	"ANTXR2"	"SHOX2"
"M2"	"KLF6"	"CRP"
"M2"	"KLF6"	"SRPX"
"M2"	"PTPN5"	"SLITRK4"
"M2"	"PTPN5"	"EGFLAM"
"M2"	"GRK1"	"DEK"
"M2"	"GRK1"	"MSX1"
"M2"	"GRK1"	"EGFLAM"
"M2"	"GRK1"	"LRWD1"
"M2"	"GRK1"	"CHST9"
"M2"	"GRK1"	"TMEM173"
