"Module"	"Gene1"	"Gene2"
"M2"	"GRK1"	"MFSD5"
"M2"	"GRK1"	"ZNF763"
"M2"	"GRK1"	"TAF4"
"M2"	"GRK1"	"UTS2"
"M2"	"GRK1"	"POLR3K"
"M2"	"GRK1"	"TMOD3"
"M2"	"GRK1"	"TNFSF15"
"M2"	"GRK1"	"KLF9"
"M2"	"GRK1"	"ABHD17B"
"M2"	"KPNA5"	"EGFLAM"
"M2"	"RPL18"	"SLITRK4"
"M2"	"GPR12"	"EGFLAM"
"M2"	"NAT10"	"SLITRK4"
"M2"	"SCN5A"	"EGFLAM"
"M2"	"CEP55"	"EGFLAM"
"M2"	"TGM3"	"SIRT5"
"M2"	"TGM3"	"GJA3"
"M2"	"TGM3"	"MARCH8"
"M2"	"TGM3"	"MOGAT3"
"M2"	"TGM3"	"ZDHHC13"
"M2"	"TGM3"	"CPT2"
"M2"	"TGM3"	"TSHZ1"
"M2"	"TGM3"	"LDLR"
"M2"	"TGM3"	"WDFY4"
"M2"	"TGM3"	"RWDD2B"
"M2"	"TGM3"	"GPN1"
"M2"	"TGM3"	"TIMP3"
"M2"	"TGM3"	"THOC7"
"M2"	"TGM3"	"HSPB2"
"M2"	"TGM3"	"NAA10"
"M2"	"TGM3"	"RPL30"
"M2"	"TGM3"	"EXT2"
"M2"	"TGM3"	"TBX3"
"M2"	"TGM3"	"AP5Z1"
"M2"	"TGM3"	"CSDC2"
"M2"	"TGM3"	"PUM1"
"M2"	"TGM3"	"PLXNB2"
"M2"	"TGM3"	"ZNF688"
"M2"	"TGM3"	"TSPAN9"
"M2"	"TGM3"	"MSL2"
"M2"	"TGM3"	"MTUS1"
"M2"	"TGM3"	"KLHL25"
"M2"	"TGM3"	"IMMP2L"
"M2"	"TGM3"	"HTR2B"
"M2"	"TGM3"	"KCNK3"
"M2"	"TGM3"	"C11orf71"
"M2"	"TGM3"	"GRK4"
"M2"	"TGM3"	"XPA"
"M2"	"TGM3"	"CDCA7"
"M2"	"TGM3"	"PDE8A"
"M2"	"TGM3"	"MED12"
"M2"	"TGM3"	"PFKFB1"
"M2"	"TGM3"	"C1orf50"
"M2"	"TGM3"	"MDC1"
"M2"	"TGM3"	"RPH3A"
"M2"	"TGM3"	"MOB2"
"M2"	"TGM3"	"CALML5"
"M2"	"TGM3"	"SSR4"
"M2"	"TGM3"	"C16orf13"
"M2"	"TGM3"	"UBXN7"
"M2"	"TGM3"	"ABCG5"
"M2"	"TGM3"	"CREB3"
"M2"	"TGM3"	"KIAA1467"
"M2"	"TGM3"	"MBD5"
"M2"	"TGM3"	"HERC1"
"M2"	"TGM3"	"UPK3A"
"M2"	"TGM3"	"ASTN1"
"M2"	"TGM3"	"MMP13"
"M2"	"TGM3"	"INTS5"
"M2"	"TGM3"	"KIF17"
"M2"	"TGM3"	"SLC9A4"
"M2"	"TGM3"	"SUDS3"
"M2"	"TGM3"	"ANKRD11"
"M2"	"TGM3"	"TOM1L2"
"M2"	"TGM3"	"KIAA2022"
"M2"	"TGM3"	"ING3"
"M2"	"TGM3"	"SLC5A1"
"M2"	"TGM3"	"IL1RL1"
"M2"	"TGM3"	"CDK10"
"M2"	"TGM3"	"KTI12"
"M2"	"TGM3"	"NAGA"
"M2"	"TGM3"	"C9orf78"
"M2"	"TGM3"	"LRCH1"
"M2"	"TGM3"	"CDC42BPB"
"M2"	"TGM3"	"LMCD1"
"M2"	"TGM3"	"BTBD7"
"M2"	"TGM3"	"WWC2"
"M2"	"TGM3"	"AREG"
"M2"	"TGM3"	"SLC35F3"
"M2"	"TGM3"	"SH3D21"
"M2"	"FASLG"	"NACAD"
"M2"	"ADORA2A"	"SPHKAP"
"M2"	"ZNF2"	"FAM71E2"
"M2"	"HRH3"	"SLC27A6"
"M2"	"RSL1D1"	"SLC27A6"
"M2"	"ZADH2"	"FMN2"
"M2"	"CBFA2T2"	"SRPX"
"M2"	"PCBD1"	"CDK5R2"
"M2"	"AHCTF1"	"CDK5R2"
"M2"	"LIG1"	"CDK5R2"
"M2"	"TRAF5"	"CDK5R2"
"M2"	"JUN"	"CDK5R2"
"M2"	"ZNRF3"	"CDK5R2"
"M2"	"ZNRF3"	"FAM71E2"
"M2"	"DCAF17"	"XIRP2"
"M2"	"DCAF17"	"EGFLAM"
"M2"	"DCAF17"	"IGDCC4"
"M2"	"HEMGN"	"LAMB3"
"M2"	"HEMGN"	"M6PR"
"M2"	"HEMGN"	"HELZ"
"M2"	"HEMGN"	"HIST1H3G"
"M2"	"HEMGN"	"NPC2"
"M2"	"HEMGN"	"BTF3L4"
"M2"	"HEMGN"	"SIRPB1"
"M2"	"HEMGN"	"POMT2"
"M2"	"HEMGN"	"CBS"
"M2"	"HEMGN"	"CREM"
"M2"	"HEMGN"	"RAPGEF1"
"M2"	"HEMGN"	"HIP1"
"M2"	"HEMGN"	"TRIM35"
"M2"	"PITX2"	"CTRL"
"M2"	"PRKG2"	"C6orf201"
"M2"	"RPP14"	"CTRL"
"M2"	"TET2"	"CTRL"
"M2"	"PPP2R5A"	"CTRL"
"M2"	"TTC3"	"SHOX2"
"M2"	"TIAL1"	"SPHKAP"
"M2"	"TIAL1"	"PCDHA5"
"M2"	"SUN1"	"SPHKAP"
"M2"	"CACYBP"	"SPHKAP"
"M2"	"EPN2"	"SPHKAP"
"M2"	"GRM8"	"PCSK4"
"M2"	"GRM8"	"CPSF3L"
"M2"	"CRP"	"HIBADH"
"M2"	"CRP"	"ARCN1"
"M2"	"CRP"	"NAB2"
"M2"	"CRP"	"POU2F2"
"M2"	"CRP"	"ADNP"
"M2"	"CRP"	"BRMS1L"
"M2"	"CRP"	"ZBTB21"
"M2"	"CRP"	"RFC2"
"M2"	"CRP"	"M6PR"
"M2"	"CRP"	"NPC2"
"M2"	"CRP"	"LACRT"
"M2"	"CRP"	"PTGDS"
"M2"	"CRP"	"ANXA5"
"M2"	"CRP"	"PDSS1"
"M2"	"CRP"	"TGM5"
"M2"	"CRP"	"CDX1"
"M2"	"CRP"	"LGALS4"
"M2"	"CRP"	"ARID5B"
"M2"	"CRP"	"RAB12"
"M2"	"CRP"	"ROCK1"
"M2"	"CRP"	"DYNC2H1"
"M2"	"CRP"	"TCF20"
"M2"	"CSF1R"	"FAM71E2"
"M2"	"POLD2"	"SLITRK4"
"M2"	"POLD2"	"GIPC3"
"M2"	"GPAA1"	"FAM71E2"
"M2"	"GPAA1"	"PCDHA5"
"M2"	"CASP4"	"KRT37"
"M2"	"ANGPT4"	"CYP11B1"
"M2"	"SCARB2"	"CYP11B1"
"M2"	"RIC8A"	"CYP11B1"
"M2"	"RNF39"	"BMP15"
"M2"	"ASB11"	"TM4SF4"
"M2"	"GRIN2B"	"IL18"
"M2"	"GRIN2B"	"EPHB6"
"M2"	"GRIN2B"	"AKR1B10"
"M2"	"GRIN2B"	"LILRB1"
"M2"	"GRIN2B"	"SLC15A1"
"M2"	"RBAK"	"ZNF727"
"M2"	"SERTAD2"	"KCNN1"
"M2"	"DOCK9"	"NAP1L3"
"M2"	"FOLR3"	"OTOF"
"M2"	"FOLR3"	"DMP1"
"M2"	"FOLR3"	"CLDN19"
"M2"	"FOLR3"	"KRT37"
"M2"	"FOLR3"	"HCRTR2"
"M2"	"FOLR3"	"EGFLAM"
"M2"	"FOLR3"	"DKK2"
"M2"	"FOLR3"	"DPT"
"M2"	"FOLR3"	"NRG3"
"M2"	"TMEM248"	"COMP"
"M2"	"RGS19"	"COMP"
"M2"	"KIF20A"	"PCDHA5"
"M2"	"SKI"	"PON1"
"M2"	"HSPA2"	"SLITRK4"
"M2"	"IL1RAP"	"SLITRK4"
"M2"	"IL1RAP"	"PCDHA5"
"M2"	"IL1RAP"	"KRT37"
"M2"	"IL1RAP"	"NACAD"
"M2"	"C1orf94"	"LEFTY2"
"M2"	"C1orf94"	"NACAD"
"M2"	"ARL13A"	"KRT37"
"M2"	"ARL13A"	"EGFLAM"
"M2"	"BAIAP2L1"	"NACAD"
"M2"	"APOBEC1"	"CHMP1B"
"M2"	"APOBEC1"	"SAFB"
"M2"	"APOBEC1"	"CD1D"
"M2"	"APOBEC1"	"TIPIN"
"M2"	"APOBEC1"	"ITGA8"
"M2"	"APOBEC1"	"KLHL17"
"M2"	"APOBEC1"	"RAB5A"
"M2"	"APOBEC1"	"VPS52"
"M2"	"H3F3A"	"PCDHA5"
"M2"	"DBF4"	"IGDCC4"
"M2"	"EBF2"	"IGDCC4"
"M2"	"ANAPC7"	"IGDCC4"
"M2"	"SLC1A1"	"IGDCC4"
"M2"	"DCBLD1"	"SLITRK4"
"M2"	"SHOX2"	"SYNJ2BP"
"M2"	"SHOX2"	"POLR2J"
"M2"	"SHOX2"	"CFC1"
"M2"	"LHX1"	"TBX2"
"M2"	"ORM1"	"CYP2D6"
"M2"	"ORM1"	"SMC4"
"M2"	"ZNF638"	"PCDHA6"
"M2"	"ARNT"	"PCDHA6"
"M2"	"NAE1"	"SHANK1"
"M2"	"RELA"	"SLITRK4"
"M2"	"RELA"	"PHYHIPL"
"M2"	"RELA"	"SHANK1"
"M2"	"ELANE"	"ZNF727"
"M2"	"PMP22"	"SHANK1"
"M2"	"TLR6"	"BMP15"
"M2"	"RPLP1"	"GPA33"
"M2"	"OTOF"	"KXD1"
"M2"	"ASCL1"	"MAGEA8"
"M2"	"DUSP22"	"CDK5R2"
"M2"	"ICAM2"	"PRG4"
"M2"	"CLMN"	"LEFTY2"
"M2"	"CREB3L2"	"DMP1"
"M2"	"BRCA2"	"KRT25"
"M2"	"LSP1"	"PCDHA5"
"M2"	"POLN"	"NACAD"
"M2"	"RAB11FIP4"	"GPR45"
"M2"	"PTAFR"	"GPR45"
"M2"	"N4BP2"	"KRT37"
"M2"	"HMMR"	"SYNPR"
"M2"	"POTEF"	"PRG4"
"M2"	"SLITRK4"	"HES5"
"M2"	"SLITRK4"	"GABRA4"
"M2"	"SLITRK4"	"PTPRU"
"M2"	"SLITRK4"	"ABCC4"
"M2"	"SLITRK4"	"NOSIP"
"M2"	"SLITRK4"	"REN"
"M2"	"SLITRK4"	"SBK1"
"M2"	"SLITRK4"	"RRP8"
"M2"	"SLITRK4"	"SOCS6"
"M2"	"SLITRK4"	"LUZP1"
"M2"	"SLITRK4"	"TFAP2C"
"M2"	"SLITRK4"	"TRIM3"
"M2"	"SLITRK4"	"IKBKAP"
"M2"	"SLITRK4"	"FZD8"
"M2"	"SLITRK4"	"ADRB1"
"M2"	"SLITRK4"	"WDR77"
"M2"	"SLITRK4"	"CDH4"
"M2"	"SLITRK4"	"SLC3A1"
"M2"	"SLITRK4"	"PER1"
"M2"	"SLITRK4"	"ZNF653"
"M2"	"SLITRK4"	"MAP2K4"
"M2"	"SLITRK4"	"ASB7"
"M2"	"SLITRK4"	"MPV17"
"M2"	"SLITRK4"	"EIF2B5"
"M2"	"SLITRK4"	"ERN1"
"M2"	"SLITRK4"	"FAM189B"
"M2"	"SLITRK4"	"PER3"
"M2"	"SLITRK4"	"TEFM"
"M2"	"SLITRK4"	"CNTN1"
"M2"	"SLITRK4"	"NKRF"
"M2"	"SLITRK4"	"HELZ2"
"M2"	"SLITRK4"	"RHOG"
"M2"	"SLITRK4"	"PDCD1"
"M2"	"SLITRK4"	"KLHL1"
"M2"	"SLITRK4"	"TGS1"
"M2"	"SLITRK4"	"PBK"
"M2"	"SLITRK4"	"MOB3B"
"M2"	"SLITRK4"	"USP49"
"M2"	"SLITRK4"	"CACNA1C"
"M2"	"SLITRK4"	"TOR1AIP2"
"M2"	"SLITRK4"	"INO80"
"M2"	"SLITRK4"	"TH"
"M2"	"SLITRK4"	"UBA1"
"M2"	"SLITRK4"	"TIMM17A"
"M2"	"SLITRK4"	"REV3L"
"M2"	"SLITRK4"	"MCFD2"
"M2"	"SLITRK4"	"COMP"
"M2"	"COL4A5"	"LEFTY2"
"M2"	"ZZZ3"	"SYNPR"
"M2"	"ISL1"	"SHANK1"
"M2"	"RELB"	"SYNPR"
"M2"	"MARCH8"	"LEFTY2"
"M2"	"LATS1"	"BTNL2"
"M2"	"SENP1"	"KRT25"
"M2"	"MORF4L2"	"SHANK1"
"M2"	"AURKAIP1"	"KRT25"
"M2"	"CNGB1"	"KRT25"
"M2"	"TEX264"	"DUSP26"
"M2"	"AKT1"	"SYNPR"
"M2"	"PTPN4"	"SYNPR"
"M2"	"BGLAP"	"SHANK1"
"M2"	"CHRNA7"	"SYNPR"
"M2"	"NOS1AP"	"SHANK1"
"M2"	"RBP2"	"SYNPR"
"M2"	"TSC22D3"	"NAP1L3"
"M2"	"CDK5R2"	"FBF1"
"M2"	"CDK5R2"	"PSMD9"
"M2"	"CDK5R2"	"USP4"
"M2"	"CDK5R2"	"GFI1B"
"M2"	"CDK5R2"	"KCNJ5"
"M2"	"CDK5R2"	"VPS11"
"M2"	"CDK5R2"	"EXOSC7"
"M2"	"CDK5R2"	"DES"
"M2"	"CDK5R2"	"DERL2"
"M2"	"CDK5R2"	"HOXB2"
"M2"	"HOXA9"	"LEFTY2"
"M2"	"UBE2F"	"GIPC3"
"M2"	"SPRY1"	"KRT25"
"M2"	"RSPO2"	"SYNPR"
"M2"	"ERBB3"	"SHANK1"
"M2"	"DGKI"	"SLC27A6"
"M2"	"FGF9"	"SYNPR"
"M2"	"FBL"	"KRT25"
"M2"	"TOR1B"	"SYNPR"
"M2"	"ST5"	"KRT25"
"M2"	"DCAF12"	"DKK2"
"M2"	"FBLN2"	"SYNPR"
"M2"	"AVPR1A"	"SYNPR"
"M2"	"WASF2"	"SHANK1"
"M2"	"GTF2F1"	"SYNPR"
"M2"	"GPI"	"SHANK1"
"M2"	"ZNRF2"	"SYNPR"
"M2"	"DLK1"	"SHANK1"
"M2"	"TERT"	"SYNPR"
"M2"	"GABRA4"	"PCDHA5"
"M2"	"PTPRU"	"PCDHA5"
"M2"	"ABCC4"	"PCDHA5"
"M2"	"NOSIP"	"PCDHA5"
"M2"	"REN"	"PCDHA5"
"M2"	"LY6G6F"	"PCDHA5"
"M2"	"CDKN1C"	"PCDHA5"
"M2"	"B4GALT1"	"SHANK1"
"M2"	"RASGRF2"	"PCDHA5"
"M2"	"RALGPS1"	"PCDHA5"
"M2"	"LPAR4"	"PCDHA5"
"M2"	"MRPL18"	"SYNPR"
"M2"	"ADRB1"	"PCDHA5"
"M2"	"CDH4"	"SYNPR"
"M2"	"AHI1"	"SHANK1"
"M2"	"FTCD"	"PCDHA5"
"M2"	"SETD1A"	"PCDHA5"
"M2"	"TEFM"	"PCDHA5"
"M2"	"OLIG3"	"PCDHA5"
"M2"	"DNAJC5"	"PCDHA5"
"M2"	"SERPINB5"	"SYNPR"
"M2"	"TLX3"	"SYNPR"
"M2"	"CCNG2"	"TNNI3"
"M2"	"AXIN1"	"CACNA1A"
"M2"	"IFNAR1"	"NAP1L3"
"M2"	"IFNAR1"	"DMP1"
"M2"	"SLC4A3"	"PCDHA5"
"M2"	"UPF3A"	"PCDHA5"
"M2"	"BAZ1A"	"PCDHA5"
"M2"	"USP49"	"PCDHA5"
"M2"	"CCT4"	"GIPC3"
"M2"	"TBC1D16"	"PCDHA5"
"M2"	"HOXB9"	"SHANK1"
"M2"	"CACNA1C"	"PCDHA5"
"M2"	"F11R"	"SHANK1"
"M2"	"MPHOSPH8"	"BTNL2"
"M2"	"PAX2"	"KRT25"
"M2"	"MAPT"	"SHANK1"
"M2"	"C1QA"	"PCDHA5"
"M2"	"FAR1"	"KRT25"
"M2"	"IVL"	"PCDHA5"
"M2"	"LCOR"	"PCDHA5"
"M2"	"OS9"	"PCDHA5"
"M2"	"CRLF1"	"XIRP2"
"M2"	"CNTFR"	"PCDHA5"
"M2"	"TNNI3"	"MBD2"
"M2"	"TNFRSF11B"	"SLC19A3"
"M2"	"ST13"	"SHANK1"
"M2"	"ZNF675"	"SPIC"
"M2"	"DPP6"	"SPIC"
"M2"	"LYPD3"	"CTRL"
"M2"	"RHBDL2"	"COMP"
"M2"	"IDE"	"CTRL"
"M2"	"DCAF11"	"SRPX"
"M2"	"SNRPB2"	"SRPX"
"M2"	"PLCE1"	"SLC27A6"
"M2"	"USP7"	"SLC27A6"
"M2"	"FCER1A"	"SRPX"
"M3"	"SMARCD1"	"CYP2E1"
"M3"	"IL1RL1"	"KCNK17"
"M3"	"IL1RL1"	"MXD4"
"M3"	"IL1RL1"	"EEF1A2"
"M3"	"IL1RL1"	"N4BP2"
"M3"	"IL1RL1"	"PTP4A1"
"M3"	"IL1RL1"	"DLC1"
"M3"	"IL1RL1"	"METTL9"
"M3"	"IL1RL1"	"ARL6"
"M3"	"IL1RL1"	"SCN4A"
"M3"	"IL1RL1"	"MED9"
"M3"	"IL1RL1"	"TRAF3IP1"
"M3"	"IL1RL1"	"PNP"
"M3"	"IL1RL1"	"CACNA1C"
"M3"	"IL1RL1"	"TRIM33"
"M3"	"IL1RL1"	"CRIPAK"
"M3"	"IL1RL1"	"COLGALT1"
"M3"	"IL1RL1"	"TGM3"
"M3"	"IL1RL1"	"POC1B"
"M3"	"KLK13"	"SPRED2"
"M3"	"KLK13"	"PIP5K1B"
"M3"	"KLK13"	"TRPV6"
"M3"	"KLK13"	"PTP4A1"
"M3"	"KLK13"	"EZH1"
"M3"	"GJA5"	"SLC3A2"
"M3"	"GJA5"	"GRTP1"
"M3"	"GJA5"	"UBE2G2"
"M3"	"CLEC7A"	"DUSP15"
"M3"	"DIO2"	"NRG2"
"M3"	"DIO2"	"PER3"
"M3"	"DIO2"	"CASP3"
"M3"	"DIO2"	"KPNA3"
"M3"	"DIO2"	"DNAJB9"
"M3"	"DIO2"	"DOCK4"
"M3"	"DIO2"	"JUP"
"M3"	"DIO2"	"SLC3A2"
"M3"	"DIO2"	"ACKR3"
"M3"	"DIO2"	"MYO16"
"M3"	"DIO2"	"TCF21"
"M3"	"DIO2"	"RINT1"
"M3"	"DIO2"	"ADORA2A"
"M3"	"DIO2"	"NEIL1"
"M3"	"DIO2"	"KDM3A"
"M3"	"DIO2"	"BHLHB9"
"M3"	"DIO2"	"PRKAB2"
"M3"	"DIO2"	"KLHDC9"
"M3"	"DIO2"	"CSRP3"
"M3"	"DIO2"	"CTBS"
"M3"	"DIO2"	"PTP4A1"
"M3"	"DIO2"	"STXBP3"
"M3"	"DIO2"	"MMACHC"
"M3"	"DIO2"	"SIPA1L3"
"M3"	"DIO2"	"BCAP29"
"M3"	"DIO2"	"RAB5B"
"M3"	"DIO2"	"GPR12"
"M3"	"DIO2"	"HMGCS2"
"M3"	"DIO2"	"SDCCAG8"
"M3"	"DIO2"	"OSTF1"
"M3"	"DIO2"	"KISS1R"
"M3"	"DIO2"	"VPS28"
"M3"	"DIO2"	"CCR4"
"M3"	"DIO2"	"APBB1IP"
"M3"	"DIO2"	"MPZL1"
"M3"	"DIO2"	"NMT2"
"M3"	"DIO2"	"NAT10"
"M3"	"DIO2"	"HFE"
"M3"	"DIO2"	"LRRK2"
"M3"	"DIO2"	"MEGF8"
"M3"	"DIO2"	"HSPA2"
"M3"	"DIO2"	"DGCR14"
"M3"	"DIO2"	"GPC3"
"M3"	"DIO2"	"KIF3B"
"M3"	"DIO2"	"ABCA6"
"M3"	"DIO2"	"EXTL1"
"M3"	"KLRK1"	"SLC6A12"
"M3"	"KLRK1"	"KRAS"
"M3"	"KLRK1"	"CD59"
"M3"	"KLRK1"	"KLC2"
"M3"	"KLRK1"	"CRY1"
"M3"	"KLRK1"	"ADAP1"
"M3"	"KLRK1"	"ERI3"
"M3"	"KLRK1"	"PTEN"
"M3"	"RPL24"	"ALPP"
"M3"	"FGF2"	"GJD4"
"M3"	"FGF2"	"PPAP2B"
"M3"	"FGF2"	"TMED1"
"M3"	"FGF2"	"BLOC1S4"
"M3"	"FGF2"	"FRS3"
"M3"	"FGF2"	"KLHL28"
"M3"	"FGF2"	"CDC42"
"M3"	"CHMP5"	"RPTN"
"M3"	"PPM1G"	"LRRC15"
"M3"	"GRB14"	"VAMP7"
"M3"	"GRB14"	"TCEAL2"
"M3"	"GRB14"	"PAX6"
"M3"	"GRB14"	"MNT"
"M3"	"GRB14"	"ITGA8"
"M3"	"GRB14"	"LRRFIP1"
"M3"	"GRB14"	"EIF1AX"
"M3"	"GRB14"	"KIT"
"M3"	"GRB14"	"NCK1"
"M3"	"GRB14"	"CD59"
"M3"	"GRB14"	"ECHDC1"
"M3"	"GRB14"	"CDK19"
"M3"	"GRB14"	"IGFALS"
"M3"	"GRB14"	"ADRB2"
"M3"	"GRB14"	"ZNF2"
"M3"	"GRB14"	"PTP4A1"
"M3"	"GRB14"	"STX1A"
"M3"	"GRB14"	"DPF1"
"M3"	"GRB14"	"MRPS30"
"M3"	"GRB14"	"UBE2L6"
"M3"	"GRB14"	"HFE"
"M3"	"GRB14"	"TRAK1"
"M3"	"HMG20A"	"SOX18"
"M3"	"RBM5"	"GCGR"
"M3"	"TEK"	"SARNP"
"M3"	"TEK"	"CSRP3"
"M3"	"TEK"	"CTBS"
"M3"	"TEK"	"FOLR3"
"M3"	"TEK"	"PTP4A1"
"M3"	"TEK"	"RAB5B"
"M3"	"TEK"	"AATK"
"M3"	"TEK"	"KIF20A"
"M3"	"TEK"	"GOT2"
"M3"	"TEK"	"OXTR"
"M3"	"TEK"	"HABP4"
"M3"	"TEK"	"ZNF581"
"M3"	"TEK"	"CHAF1A"
"M3"	"TEK"	"TCEA1"
"M3"	"HIST2H2BF"	"KRT6B"
"M3"	"HIST2H2BF"	"HS3ST3A1"
"M3"	"MAGEA6"	"TRPV3"
"M3"	"JPH1"	"CRYAB"
"M3"	"GRIK4"	"LAMA2"
"M3"	"GRIK4"	"MC3R"
"M3"	"GRIK4"	"UPP2"
"M3"	"GRIK4"	"IL2RB"
"M3"	"GRIK4"	"PTP4A1"
"M3"	"GRIK4"	"ZBTB7C"
"M3"	"GRIK4"	"SGK1"
"M3"	"GRIK4"	"AJAP1"
"M3"	"GRIK4"	"TBC1D17"
"M3"	"GRIK4"	"EVL"
"M3"	"GRIK4"	"EXTL3"
"M3"	"GRIK4"	"SPOCK2"
"M3"	"GRIK4"	"NRD1"
"M3"	"GRIK4"	"ITGB3BP"
"M3"	"GRIK4"	"KCNIP3"
"M3"	"GRIK4"	"PRKCA"
"M3"	"GRIK4"	"FBLN1"
"M3"	"GRIK4"	"IFT88"
"M3"	"GRIK4"	"TLE1"
"M3"	"GRIK4"	"RARA"
"M3"	"GRIK4"	"ZSWIM3"
"M3"	"GRIK4"	"RPS7"
"M3"	"GRIK4"	"FAM124B"
"M3"	"GRIK4"	"FUS"
"M3"	"GRIK4"	"KY"
"M3"	"GRIK4"	"CDK16"
"M3"	"GRIK4"	"CSTA"
"M3"	"GRIK4"	"INADL"
"M3"	"GRIK4"	"ZFC3H1"
"M3"	"GRIK4"	"KLHL10"
"M3"	"GRIK4"	"HDLBP"
"M3"	"GRIK4"	"ARTN"
"M3"	"GRIK4"	"HMMR"
"M3"	"GRIK4"	"MADD"
"M3"	"GRIK4"	"DMRTA1"
"M3"	"GRIK4"	"EPCAM"
"M3"	"GRIK4"	"DCP2"
"M3"	"GAR1"	"ST8SIA2"
"M3"	"PGM3"	"CADM3"
"M3"	"APBB3"	"CYP2E1"
"M3"	"STT3B"	"S100A7"
"M3"	"STT3B"	"TOX3"
"M3"	"IL6ST"	"ZG16"
"M3"	"DCX"	"FOLR3"
"M3"	"DCX"	"NACA2"
"M3"	"DCX"	"DOK6"
"M3"	"DCX"	"F7"
"M3"	"DCX"	"CSNK2A2"
"M3"	"DCX"	"LDB2"
"M3"	"DCX"	"SULT2A1"
"M3"	"DCX"	"DHRS13"
"M3"	"DCX"	"MICALL2"
"M3"	"DCX"	"ID4"
"M3"	"DCX"	"NFYA"
"M3"	"DCX"	"CFL2"
"M3"	"DCX"	"ALG9"
"M3"	"DCX"	"ZHX1-C8ORF76"
"M3"	"HIST1H2BK"	"DDIT4L"
"M3"	"HIST1H2BK"	"KIF26A"
"M3"	"APH1B"	"LAMA4"
"M3"	"ACOX2"	"HRH3"
"M3"	"ACOX2"	"WFDC5"
"M3"	"RPP30"	"NPTX2"
"M3"	"RPP30"	"PLVAP"
"M3"	"WNT8A"	"GSK3B"
"M3"	"WNT8A"	"HPRT1"
"M3"	"WNT8A"	"VAT1"
"M3"	"WNT8A"	"AIMP1"
"M3"	"WNT8A"	"MAPRE3"
"M3"	"WNT8A"	"CBL"
"M3"	"WNT8A"	"MID2"
"M3"	"WNT8A"	"KCNQ3"
"M3"	"WNT8A"	"HNF1B"
"M3"	"WNT8A"	"ASF1B"
"M3"	"WNT8A"	"MBD4"
"M3"	"WNT8A"	"DCAF5"
"M3"	"WNT8A"	"NRAP"
"M3"	"WNT8A"	"CEP85L"
"M3"	"PRLHR"	"NACC1"
"M3"	"PRLHR"	"SENP6"
"M3"	"PRLHR"	"MRPL23"
"M3"	"PRLHR"	"NISCH"
"M3"	"PRLHR"	"MYO1F"
"M3"	"PRLHR"	"HNRNPH3"
"M3"	"PRLHR"	"GPI"
"M3"	"PRLHR"	"AP3S1"
"M3"	"PRLHR"	"PHLPP2"
"M3"	"PRLHR"	"DNAJA3"
"M3"	"PRLHR"	"PBK"
"M3"	"PRLHR"	"WDR12"
"M3"	"PRLHR"	"MYO16"
"M3"	"PRLHR"	"MED25"
"M3"	"PRLHR"	"REV3L"
"M3"	"PRLHR"	"DET1"
"M3"	"PRLHR"	"FOLR3"
"M3"	"PRLHR"	"PTP4A1"
"M3"	"PRLHR"	"GRIA1"
"M3"	"PRLHR"	"MLF1"
"M3"	"PRLHR"	"NLGN2"
"M3"	"PRLHR"	"GNPDA1"
"M3"	"PRLHR"	"FAT1"
"M3"	"PRLHR"	"CRCP"
"M3"	"GNAT1"	"S1PR3"
"M3"	"GNAT1"	"CIC"
"M3"	"GNAT1"	"HPRT1"
"M3"	"GNAT1"	"MPPED1"
"M3"	"GNAT1"	"PTP4A1"
"M3"	"GNAT1"	"STXBP3"
"M3"	"GNAT1"	"WASF3"
"M3"	"GNAT1"	"APOBEC3C"
"M3"	"GNAT1"	"DOCK9"
"M3"	"GNAT1"	"COPS4"
"M3"	"GNAT1"	"ESM1"
"M3"	"GNAT1"	"SNCB"
"M3"	"GNAT1"	"ERAP1"
"M3"	"GNAT1"	"NEFM"
"M3"	"GNAT1"	"SH3BP2"
"M3"	"GNAT1"	"SLC1A7"
"M3"	"GNAT1"	"GPR12"
"M3"	"GNAT1"	"RFX2"
"M3"	"GNAT1"	"MGA"
"M3"	"GNAT1"	"ZNF165"
"M3"	"GNAT1"	"TRAPPC1"
"M3"	"GNAT1"	"MID1IP1"
"M3"	"GNAT1"	"POTEM"
"M3"	"NPR1"	"NUP155"
"M3"	"NPR1"	"PTP4A1"
"M3"	"NPR1"	"SH2B2"
"M3"	"NPR1"	"BTLA"
"M3"	"NPR1"	"MAF"
"M3"	"NPR1"	"SORBS2"
"M3"	"NPR1"	"U2AF2"
"M3"	"NPR1"	"DNAJC6"
"M3"	"WDR92"	"HRH3"
"M3"	"WDR92"	"SERPINC1"
"M3"	"DOCK2"	"DLX3"
"M3"	"KCNK10"	"GTF2B"
"M3"	"KCNK10"	"WRNIP1"
"M3"	"KCNK10"	"KLC2"
"M3"	"KCNK10"	"PFN2"
"M3"	"KCNK10"	"PRKAB2"
"M3"	"KCNK10"	"ARL13A"
"M3"	"KCNK10"	"MPPED1"
"M3"	"KCNK10"	"FOLR3"
"M3"	"KCNK10"	"PTP4A1"
"M3"	"KCNK10"	"RRP8"
"M3"	"KCNK10"	"KISS1R"
"M3"	"KCNK10"	"ATP5F1"
"M3"	"KCNK10"	"HFE"
"M3"	"KCNK10"	"BCL6"
"M3"	"KCNK10"	"DCUN1D2"
"M3"	"URM1"	"SOX18"
"M3"	"KYNU"	"TPSAB1"
