	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219
Salivary secretion	0.00346020761245675	0.168765743073048	0.430167597765363	0.526813880126183	0.488063660477454	0.76865671641791	0.671562082777036	0.316455696202532	0.188888888888889	0.448512585812357	0.0258964143426295	0.630606860158311	0.317757009345794	0.751602564102564	0.363423212192263	0.00258397932816537	0.00934579439252336	0.276119402985075	0.764617691154423	0.583333333333333	0.7491961414791	0.65234375	0.689393939393939	0.537662337662338	0.0359408033826638	0.206349206349206	0.952054794520548	0.0746753246753247	0.123893805309735	0.628366247755835	0.0303951367781155	0.507103825136612	0.34375	0.721311475409836	0.452054794520548	0.591240875912409	0.232488822652757	0.201602136181575	0.770318021201413	0.296747967479675	0.345588235294118	0.00276243093922652	0.208566108007449	0.531066822977726	0.0287958115183246	0.551592356687898	0.0282021151586369	0.329787234042553	0.104	0.0859188544152745	0.32625	0.812889812889813	0.417073170731707	0.175213675213675	0.497155858930603	0.876941457586619	0.00869565217391304	0.934579439252336	0.797752808988764	0.773420479302832	0.05	0.602189781021898	0.00130208333333333
Salmonella infection	0.0950704225352113	0.763333333333333	0.224366706875754	0.142414860681115	0.00401606425702811	1	0.342318059299191	0.857142857142857	0.246930422919509	0.0963995354239257	1	0.329896907216495	0.573991031390135	0.0026246719160105	0.0062111801242236	0.0103492884864166	0.433333333333333	0.95273631840796	0.0150602409638554	0.00204918032786885	0.00144927536231884	0.0224719101123595	0.601637107776262	0.00128700128700129	0.284810126582278	0.00158478605388273	0.389016018306636	0.0921052631578947	0.0144927536231884	0.00221238938053097	0.00152671755725191	0.0674157303370786	0.00143884892086331	0.834553440702782	0.764872521246459	0.103202846975089	0.0883233532934132	0.00395256916996047	0.655405405405405	0.00197628458498024	0.0750853242320819	0.430868167202572	0.952898550724638	0.290548424737456	0.00130890052356021	0.00454545454545455	0.00636942675159236	0.137393767705382	0.0154798761609907	0.0407673860911271	0.00125470514429109	0.271153846153846	0.00122399020807834	0.0114777618364419	0.00227790432801822	0.92485549132948	0.983028720626632	0.00117508813160987	0.0125	0.0103092783505155	0.475073313782991	0.029038112522686	0.0958549222797927
Selenocompound metabolism	0.983173076923077	0.98021978021978	1	0.796728971962617	0.994652406417112	0.823798627002288	0.960912052117264	0.930976430976431	0.997590361445783	0.245551601423488	0.973895582329317	0.951175406871609	0.995098039215686	0.587188612099644	0.319402985074627	0.9	0.936170212765957	0.633684210526316	0.756626506024096	0.461682242990654	0.226244343891403	0.817241379310345	0.721854304635762	0.95389507154213	0.938650306748466	0.427251732101617	0.972826086956522	0.693389592123769	0.307553956834532	0.664570230607966	0.861915367483296	0.797829036635007	0.244389027431421	0.685121107266436	0.876923076923077	0.930232558139535	0.914489311163896	0.482371794871795	0.944099378881988	0.495126705653021	0.325757575757576	0.984098939929329	0.995991983967936	0.979472140762463	0.752659574468085	0.917829457364341	0.225574712643678	0.820971867007673	0.262008733624454	1	0.998430141287284	0.878095238095238	0.333333333333333	0.471304347826087	0.82051282051282	0.271056661562021	0.726550079491256	0.261437908496732	0.671559633027523	0.706043956043956	0.945368171021378	0.979757085020243	0.8984375
Serotonergic synapse	0.307086614173228	0.574638844301766	0.803738317757009	0.788079470198676	0.902975420439845	0.0129198966408269	0.233606557377049	0.73469387755102	0.401574803149606	0.690078037904125	0.4453125	0.893081761006289	0.778195488721805	0.132596685082873	0.65675057208238	0.00125156445556946	0.183179723502304	0.863934426229508	0.36280487804878	0.113851992409867	0.258202567760342	0.225806451612903	0.754237288135593	0.433842239185751	0.0170212765957447	0.318952234206472	0.460264900662252	0.440928270042194	0.742603550295858	0.863636363636364	0.00449101796407186	0.5	0.802836879432624	0.254125412541254	0.537292817679558	0.85578231292517	0.851963746223565	0.796368352788586	0.698010849909584	0.108606557377049	0.855437665782493	0.182242990654206	0.365853658536585	0.317460317460317	0.584480600750939	0.385	0.223880597014925	0.785714285714286	0.404833836858006	0.0149625935162095	0.0765492102065614	0.271698113207547	0.110709987966306	0.415014164305949	0.315789473684211	0.0567375886524823	0.610091743119266	0.0714285714285714	0.384969325153374	0.956521739130435	0.422492401215805	0.0106951871657754	0.0664112388250319
Shigellosis	0.0545454545454545	0.162393162393162	0.89622641509434	0.550724637681159	0.0155642023346304	0.755667506297229	1	1	1	1	1	0.998373983739837	0.0154440154440154	0.00522193211488251	0.00985221674876847	0.0969945355191257	0.127551020408163	0.714964370546318	0.973684210526316	0.040948275862069	0.00600600600600601	0.0107142857142857	0.892733564013841	0.816216216216216	0.286585365853659	0.995081967213115	0.99647266313933	0.368932038834951	0.0276243093922652	0.0210970464135021	0.00923076923076923	0.213235294117647	0.00455235204855842	0.981762917933131	1	0.0165562913907285	0.998482549317147	0.00353356890459364	1	0.0357142857142857	0.398119122257053	0.0473684210526316	1	0.578680203045685	0.223418573351279	0.032258064516129	0.0257731958762887	1	0.3584	0.0732265446224256	0.0394736842105263	0.738049713193117	0.368421052631579	0.36896046852123	0.953736654804271	0.0324074074074074	0.0708955223880597	0.0824242424242424	0.470784641068447	0.00763358778625954	0.996992481203008	1	0.409030544488712
Signaling pathways regulating pluripotency of stem cells	0.727678571428571	0.468834688346883	0.52755905511811	0.759206798866855	0.593865030674847	0.361038961038961	0.90547263681592	0.164285714285714	0.947232947232947	0.996703296703297	0.0531697341513292	0.540581929555896	0.104938271604938	0.985549132947977	0.0508474576271186	0.0255474452554745	0.521111111111111	0.103109656301146	0.0355987055016181	0.0795698924731183	0.514005602240896	0.336492890995261	0.930693069306931	0.400494437577256	0.133630289532294	0.952380952380952	0.165302782324059	0.996907216494845	0.0461538461538462	0.0701754385964912	0.177809388335704	0.803921568627451	0.598591549295775	0.498633879781421	0.587516960651289	0.0692640692640693	0.155653450807636	0.0239234449760766	0.690559440559441	0.700205338809035	0.982832618025751	0.0232558139534884	0.252650176678445	0.670103092783505	0.912832929782082	0.0898203592814371	0.833145434047351	0.0723404255319149	0.971518987341772	0.0291970802919708	0.993150684931507	0.00182481751824818	0.770207852193995	0.934065934065934	0.741176470588235	1	0.00523560209424084	0.727374301675978	0.994134897360704	0.691422594142259	0.0718954248366013	0.113309352517986	0.0266666666666667
Small cell lung cancer	0.264285714285714	1	0.86046511627907	0.53460972017673	1	0.528830313014827	0.9254327563249	0.996784565916399	0.689138576779026	0.677790563866513	1	0.912928759894459	0.00471698113207547	0.00815217391304348	0.0410958904109589	0.0333761232349166	0.936619718309859	0.969798657718121	0.927051671732523	0.259958071278826	0.00287769784172662	0.0393700787401575	0.0576923076923077	0.0221066319895969	0.00842105263157895	0.605015673981191	0.959866220735786	0.289855072463768	0.00292397660818713	0.786496350364963	0.00152671755725191	0.9875	0.449152542372881	0.0720461095100865	0.900343642611684	0.0888888888888889	0.887537993920973	0.00431034482758621	1	0.0678642714570858	0.862453531598513	0.00279329608938547	0.654867256637168	0.027972027972028	0.250645994832041	0.00943396226415094	0.849588719153937	0.0860215053763441	0.216216216216216	0.0144230769230769	0.492610837438424	0.00572519083969466	0.968408262454435	0.0284900284900285	0.0260475651189128	0.00613496932515337	0.00429184549356223	0.759124087591241	0.992248062015504	1	0.0348101265822785	0.408014571948998	0.00129198966408269
Sphingolipid metabolism	0.294985250737463	0.998236331569665	0.0669291338582677	0.831269349845201	0.309012875536481	0.994983277591973	0.540268456375839	0.762857142857143	0.546407185628742	0.828358208955224	0.570281124497992	0.996627318718381	0.957446808510638	0.924092409240924	0.8	0.101928374655647	0.998711340206186	0.953020134228188	0.00533333333333333	0.92511013215859	1	0.379746835443038	0.36875	0.26537216828479	0.366666666666667	0.989881956155143	0.930909090909091	0.991822429906542	0.392670157068063	0.677595628415301	0.973958333333333	0.846611177170036	0.983180428134557	0.984472049689441	0.0252808988764045	0.025	0.733124018838305	0.510416666666667	0.734962406015038	0.691683569979716	0.637614678899083	0.973684210526316	0.991189427312775	0.900388098318241	0.295138888888889	0.988700564971751	0.00480769230769231	0.0981012658227848	0.976863753213368	0.606060606060606	1	0.908745247148289	0.995945945945946	0.830246913580247	0.526041666666667	0.979253112033195	0.354948805460751	0.997512437810945	0.965346534653465	1	0.524675324675325	0.489451476793249	0.496575342465753
Sphingolipid signaling pathway	0.0934959349593496	0.140845070422535	0.905797101449275	0.454248366013072	0.955752212389381	0.717557251908397	1	0.99645390070922	0.252873563218391	1	1	0.892045454545455	0.205263157894737	0.0284090909090909	0.134453781512605	0.0354523227383863	1	0.975450081833061	0.00307692307692308	0.0403397027600849	0.521367521367521	0.0352422907488987	0.109170305676856	0.97103274559194	0.00627615062761506	0.998542274052478	1	1	0.00604229607250755	0.386313465783664	0.00739644970414201	0.492307692307692	0.629261363636364	1	1	0.00427350427350427	1	0.0043859649122807	0.554964539007092	0.995867768595041	0.904635761589404	0.225895316804408	1	0.261261261261261	0.275648949320148	0.00552486187845304	0.0852713178294574	0.450199203187251	0.146926536731634	0.0324189526184539	0.0977353992848629	1	0.711764705882353	0.0406732117812062	0.804851157662624	0.00763358778625954	0.00478468899521531	0.184090909090909	0.489164086687306	0.0185185185185185	0.608433734939759	0.981949458483754	0.870722433460076
Spliceosome	0.943371943371943	0.998420221169036	1	0.15886524822695	1	0.892109500805153	0.207729468599034	1	0.986899563318777	1	0.239263803680982	0.0284090909090909	0.00613496932515337	0.0028735632183908	0.00847457627118644	0.166666666666667	0.00970873786407767	1	0.874095513748191	1	0.00281293952180028	0.00934579439252336	1	0.667076167076167	1	0.980830670926518	0.998366013071895	0.166666666666667	0.135693215339233	0.00230414746543779	0.0171428571428571	1	0.102777777777778	0.764705882352941	1	0.185022026431718	0.712962962962963	1	1	0.961315280464217	0.619047619047619	0.667630057803468	1	1	0.980511571254568	0.838323353293413	1	0.990909090909091	1	1	1	1	1	1	0.794535519125683	0.00892857142857143	0.34020618556701	0.886792452830189	0.728506787330317	0.212765957446809	0.970491803278689	0.0107913669064748	1
Staphylococcus aureus infection	0.0149253731343284	0.00171232876712329	0.497695852534562	0.00294985250737463	0.0037593984962406	0.0599520383693046	0.828178694158076	0.0519877675840979	0.736231884057971	0.0596833130328867	0.835294117647059	0.494818652849741	0.0618279569892473	0.00255102040816327	0.357947434292866	0.039348710990502	0.518057285180573	0.752380952380952	0.00578034682080925	0.00218818380743982	0.00149476831091181	0.224489795918367	0.561797752808989	0.00135869565217391	0.441233140655106	0.119402985074627	0.303964757709251	0.00980392156862745	0.00279329608938547	0.0021505376344086	0.0015552099533437	0.00689655172413793	0.0015220700152207	0.0149476831091181	0.108108108108108	0.0641025641025641	0.34	0.00350877192982456	0.0859030837004405	0.00400801603206413	0.0874635568513119	0.0998363338788871	0.635009310986965	0.0886699507389163	0.00680272108843537	0.00377358490566038	0.0053475935828877	0.404379562043796	0.00160771704180064	0.0632054176072235	0.00131926121372032	0.803118908382066	0.00129032258064516	0.00153374233128834	0.00238663484486874	0.00460829493087558	0.334545454545455	0.00123152709359606	0.00166666666666667	0.00704225352112676	0.502269288956127	0.00187617260787992	0.418032786885246
Starch and sucrose metabolism	0.106687898089172	0.0541958041958042	0.515151515151515	0.0360824742268041	0.52887537993921	0.466200466200466	0.88622754491018	0.756671899529042	0.872274143302181	0.416237113402062	0.236472945891784	0.106024096385542	0.668596237337192	0.603015075376884	0.0149051490514905	0.234965034965035	0.877216916780355	0.854700854700855	0.456233421750663	0.441237113402062	0.901554404145078	0.523952095808383	0.398782343987823	0.407624633431085	0.0277185501066098	0.465986394557823	0.993449781659389	0.932584269662921	0.362098138747885	0.801295896328294	0.908789386401327	0.861878453038674	0.381546134663342	0.514150943396226	0.806818181818182	0.836676217765043	0.473118279569892	0.450072358900145	0.951271186440678	0.625719769673704	0.561456752655539	0.260869565217391	0.290566037735849	0.637228260869565	0.820588235294118	0.858615611192931	0.586985391766268	0.408256880733945	0.132042253521127	0.435840707964602	0.066951566951567	0.632135306553911	0.452347083926031	0.888888888888889	0.0901126408010012	0.674157303370786	0.863965267727931	0.574270557029178	0.575129533678757	0.962686567164179	0.32937181663837	0.936575052854123	0.393759286775631
Steroid biosynthesis	0.935323383084577	0.0693430656934307	0.554913294797688	0.0472175379426644	0.877094972067039	0.982269503546099	0.17741935483871	0.222972972972973	0.6214405360134	0.341823056300268	0.12573673870334	0.997722095671982	0.958064516129032	1	0.918486171761281	0.991031390134529	0.52415812591508	0.794117647058823	0.112627986348123	0.701298701298701	0.893333333333333	0.59375	0.958677685950413	0.858934169278997	1	0.972911963882618	0.906422018348624	0.858333333333333	0.902097902097902	0.075046904315197	0.913752913752914	0.173455978975033	0.778151260504202	0.832225913621262	0.768707482993197	0.926948051948052	0.244027303754266	0.487538940809969	0.667279411764706	0.984189723320158	0.988429752066116	0.925581395348837	0.689788053949904	0.994047619047619	0.551724137931034	0.898278560250391	0.700709219858156	0.275590551181102	0.965675057208238	0.729433272394881	0.46264367816092	0.426124197002141	0.552325581395349	0.425347222222222	0.970189701897019	0.608955223880597	0.711323763955343	0.834394904458599	0.413483146067416	0.520055325034578	0.803108808290155	0.514705882352941	0.745814307458143
Steroid hormone biosynthesis	0.834080717488789	0.397619047619048	0.461538461538462	0.599078341013825	0.0818505338078292	0.399509803921569	0.468085106382979	0.328358208955224	0.955202312138728	0.123774509803922	0.104330708661417	0.87953795379538	0.0114942528735632	0.0575657894736842	0.374842767295597	0.279891304347826	0.403940886699507	0.0571923743500867	0.680672268907563	0.13898916967509	0.727134146341463	0.41156462585034	0.143322475570033	0.0406779661016949	0.0537190082644628	0.019559902200489	0.055045871559633	0.0782608695652174	0.302180685358255	0.00213219616204691	0.370486656200942	0.0214285714285714	0.00294985250737463	0.174785100286533	0.485207100591716	0.0316455696202532	0.642424242424242	0.288461538461538	0.699248120300752	0.55668016194332	0.460410557184751	0.0463917525773196	0.583173996175908	0.0295566502463054	0.172661870503597	0.140151515151515	0.209876543209877	0.206896551724138	0.0180921052631579	0.300668151447661	0.618473895582329	0.050682261208577	0.0985545335085414	0.575617283950617	0.0395480225988701	0.154336734693878	0.334558823529412	0.037037037037037	0.705	0.832159624413146	0.137142857142857	0.256457564575646	0.766251728907331
Synaptic vesicle cycle	0.109324758842444	0.158024691358025	0.334167709637046	0.455089820359281	0.414893617021277	0.588688946015424	0.436141304347826	0.672937771345876	0.0491228070175439	0.120892018779343	0.818897637795276	0.477346278317152	0.464379947229551	0.934294871794872	0.470588235294118	0.0483028720626632	0.0488676996424315	0.556478405315615	0.77521613832853	0.485604606525912	0.0707964601769911	0.0772058823529412	0.0611111111111111	0.942181340341656	0.49236641221374	0.942708333333333	0.899824253075571	0.215859030837004	0.725609756097561	0.451754385964912	0.260670731707317	0.767001114827202	0.892966360856269	0.658307210031348	0.269956458635704	0.896551724137931	0.395136778115502	0.101902173913043	0.171111111111111	0.883399209486166	0.564174894217207	0.336079077429984	0.326714801444043	0.19774011299435	0.819867549668874	0.276983094928479	0.547878787878788	0.91643059490085	0.583724569640063	0.168269230769231	0.662420382165605	0.588726513569937	0.381773399014778	0.398809523809524	0.917728852838934	0.680981595092024	0.993394980184941	0.957396449704142	0.898701298701299	0.568385650224215	0.979010494752624	0.55535390199637	0.33989501312336
Systemic lupus erythematosus	0.250746268656716	0.00696864111498258	0.560526315789474	0.342618384401114	0.00340136054421769	0.182038834951456	0.467343976777939	0.160606060606061	0.349544072948328	0.167079207920792	0.449704142011834	0.54485049833887	0.0465753424657534	0.0100502512562814	0.196178343949045	0.181198910081744	0.807692307692308	0.00716845878136201	0.00285714285714286	0.00218340611353712	0.00154559505409583	0.427142857142857	0.00436046511627907	0.00141242937853107	0.0155945419103314	0.700980392156863	0.355871886120996	0.0714285714285714	0.00261096605744125	0.210989010989011	0.00158227848101266	0.0125	0.00151285930408472	0.156060606060606	0.222560975609756	0.0423452768729642	0.215503875968992	0.0036101083032491	0.496828752642706	0.0099403578528827	0.0644677661169415	0.00324149108589951	0.258205689277899	0.0102040816326531	0.1398891966759	0.0444444444444444	0.142105263157895	0.107038123167155	0.598360655737705	0.725877192982456	0.00820793433652531	0.903885480572597	0.00929614873837981	0.00625	0.0744297719087635	0.986910994764398	0.761442441054092	0.00244498777506112	0.00169779286926995	0.00641025641025641	0.0285261489698891	0.00188679245283019	0.0598591549295775
T cell receptor signaling pathway	0.308823529411765	0.20957095709571	0.892434988179669	0.852941176470588	0.032520325203252	1	0.92257217847769	1	1	1	0.87843137254902	0.0591397849462366	0.0404551201011378	0.413223140495868	0.834682080924856	0.99875	0.788018433179724	0.325657894736842	0.0029940119760479	0.00206611570247934	0.00145560407569141	0.778242677824268	0.985545335085414	0.00127388535031847	0.253308128544423	0.986046511627907	0.994832041343669	0.998933901918977	0.00303030303030303	0.00443458980044346	0.00151285930408472	0.0147058823529412	0.00140646976090014	0.170940170940171	0.0869565217391304	1	0.037202380952381	0.00444444444444444	0.593607305936073	0.709551656920078	0.437246963562753	0.162790697674419	0.579868708971554	0.00769230769230769	0.0593434343434343	0.215962441314554	1	0.542281879194631	0.991477272727273	0.0440677966101695	0.987608426270136	1	0.166468489892985	1	0.0698198198198198	1	0.985602094240838	0.00114155251141553	0.844274809160305	0.0138888888888889	1	0.00180505415162455	0.849315068493151
TGF-beta signaling pathway	0.325259515570934	0.476070528967254	0.82138517618469	0.340694006309148	0.494694960212202	1	0.945260347129506	0.391752577319588	0.352459016393443	0.981693363844394	0.0219123505976096	0.247191011235955	0.0654205607476635	0.0846560846560847	0.0134228187919463	0.00387596899224806	0.0724299065420561	0.241666666666667	0.017910447761194	0.00203252032520325	0.0101302460202605	0.05078125	0.939393939393939	0.0493506493506494	0.00422832980972516	0.0380952380952381	0.99486301369863	0.294871794871795	0.00294985250737463	0.0448833034111311	0.0303951367781155	0.551724137931034	0.0710227272727273	0.411764705882353	0.867605633802817	0.470802919708029	0.0104321907600596	0.00395256916996047	0.724770642201835	0.888235294117647	0.416438356164384	0.0248618784530387	0.659217877094972	0.463087248322148	0.162303664921466	0.244239631336406	0.258278145695364	0.219858156028369	0.6128	0.0620525059665871	0.525	0.00575815738963532	0.00975609756097561	0.471509971509972	0.210466439135381	0.984468339307049	0.00434782608695652	0.453271028037383	0.829721362229102	0.595238095238095	0.572058823529412	0.0328467153284672	0.00130208333333333
TNF signaling pathway	0.0984251968503937	0.163492063492063	0.767171129220023	0.0302013422818792	0.00440528634361234	0.270833333333333	0.221494102228047	0.995774647887324	1	0.400221729490022	0.254980079681275	0.0463215258855586	0.517412935323383	0.0027027027027027	0.118110236220472	0.00998751560549313	0.108527131782946	0.997435897435897	0.0778816199376947	0.0020746887966805	0.00142045454545455	0.0123456790123457	0.490092470277411	0.00127551020408163	1	0.00152671755725191	0.0178117048346056	0.0185185185185185	0.00302114803625378	0.00452488687782805	0.00151515151515152	0.0149253731343284	0.00141242937853107	0.963483146067416	0.00139664804469274	0.44921875	0.980421686746988	0.00431034482758621	0.131111111111111	0.00193050193050193	0.00404858299595142	0.529780564263323	0.824175824175824	1	0.0112359550561798	0.0048780487804878	0.00763358778625954	0.188502673796791	0.0015015015015015	0.0025062656641604	0.00121506682867558	0.0245283018867925	0.001194743130227	0.581589958158996	0.0223713646532438	1	0.989795918367347	0.00114285714285714	0.0244274809160305	0.0151515151515152	0.577151335311573	0.00175438596491228	0.0216836734693878
Taste transduction	0.165584415584416	0.801346801346801	0.576441102756892	0.293577981651376	0.304526748971193	0.643322475570033	0.225190839694656	0.752923976608187	0.572916666666667	0.0318471337579618	0.21010101010101	0.470016207455429	0.37037037037037	0.154952076677316	0.270501835985312	0.0026246719160105	0.063855421686747	0.062953995157385	0.0321637426900585	0.0776515151515152	0.0526315789473684	0.135245901639344	0.141342756183746	0.110666666666667	0.315010570824524	0.164490861618799	0.24367816091954	0.116100766703176	0.219178082191781	0.226691042047532	0.494285714285714	0.125	0.328173374613003	0.537010159651669	0.177583697234352	0.370786516853933	0.123880597014925	0.0543478260869565	0.0325379609544469	0.39484126984127	0.170212765957447	0.00483870967741936	0.29143897996357	0.0734463276836158	0.0767160161507402	0.16622691292876	0.52200488997555	0.0427631578947368	0.0134048257372654	0.252173913043478	0.704225352112676	0.475991649269311	0.11166253101737	0.104477611940299	0.826291079812207	0.0204081632653061	0.277703604806409	0.516666666666667	0.733850129198966	0.519101123595506	0.13109756097561	0.441016333938294	0.0496732026143791
Terpenoid backbone biosynthesis	0.221354166666667	0.0265957446808511	1	0.371475953565506	0.380165289256198	0.639908256880734	0.847411444141689	0.596638655462185	0.162094763092269	0.392338177014531	0.0592885375494071	0.185011709601874	0.841269841269841	0.536130536130536	0.922330097087379	0.969230769230769	0.0705128205128205	1	0.194207836456559	0.0949720670391061	0.804545454545455	0.995153473344103	0.922279792746114	1	0.145161290322581	0.162352941176471	0.577696526508227	0.420634920634921	0.702276707530648	0.985626283367556	0.922374429223744	0.998704663212435	0.315270935960591	0.1275	0.935	0.870026525198939	0.693493150684932	0.301391035548686	0.347921225382932	0.998069498069498	0.981723237597911	1	0.746268656716418	0.994177583697234	0.469945355191257	0.224089635854342	0.146428571428571	0.9826224328594	0.964757709251101	0.97985347985348	0.780058651026393	0.107438016528926	0.0518292682926829	0.362694300518135	0.992063492063492	0.953703703703704	0.98300283286119	0.669503546099291	0.425266903914591	1	0.35024154589372	0.897489539748954	0.983050847457627
Th1 and Th2 cell differentiation	0.934027777777778	0.0523731587561375	0.191051995163241	0.340557275541796	0.0158730158730159	0.730392156862745	0.98931909212283	0.430976430976431	0.997260273972603	0.997698504027618	1	1	0.0127226463104326	0.812664907651715	0.404929577464789	0.991025641025641	0.127039627039627	0.172470978441128	0.00294985250737463	0.00205338809034908	0.00144927536231884	0.9272030651341	0.0862533692722372	0.00129198966408269	0.00385356454720617	0.991913746630728	0.998319327731092	0.130434782608696	0.00301204819277108	1	0.00303490136570561	0.0120481927710843	0.00143061516452074	0.0260492040520984	0.116573033707865	0.412654745529574	0.197604790419162	0.00408163265306122	0.685512367491166	0.060546875	0.278688524590164	0.028391167192429	0.406926406926407	0.00694444444444444	0.488250652741514	0.744292237442922	0.780116959064327	0.102777777777778	0.845786963434022	0.0504347826086957	0.537013801756587	1	0.0660146699266504	0.825962910128388	0.573378839590444	0.985663082437276	0.969957081545064	0.00349243306169965	0.612752721617418	0.0114942528735632	0.135493372606775	0.0055045871559633	0.0577777777777778
Th17 cell differentiation	0.73828125	0.00162337662337662	0.361601884570082	0.00651465798045603	0.00423728813559322	0.987405541561713	0.169069462647444	0.934027777777778	0.995989304812834	0.934831460674157	0.954901960784314	0.457534246575342	0.00381679389312977	0.0555555555555556	0.339407744874715	0.971105527638191	0.336394948335247	0.17483660130719	0.00301204819277108	0.00210084033613445	0.00143061516452074	0.419354838709677	0.289473684210526	0.00127551020408163	0.00387596899224806	0.189147286821705	0.0508905852417303	0.0175438596491228	0.00297619047619048	0.366292134831461	0.00148809523809524	0.0133333333333333	0.00143266475644699	0.00288600288600289	0.180281690140845	0.8	0.0879284649776453	0.00436681222707424	1	0.00392927308447937	0.112299465240642	0.0015625	0.818574514038877	0.0625	0.162264150943396	0.132352941176471	0.503875968992248	0.00272479564032698	0.0843373493975904	0.0784641068447412	0.132841328413284	1	0.00238379022646007	0.623229461756374	0.105855855855856	0.997677119628339	0.379400260756193	0.00113895216400911	0.029595015576324	0.015625	0.985272459499264	0.00182149362477231	0.839622641509434
Thermogenesis	0.0740740740740741	1	1	0.147757255936675	0.962199312714777	1	1	1	1	0.963427377220481	0.0885826771653543	1	1	0.0385756676557863	0.0666666666666667	0.479820627802691	0.0188679245283019	0.150127226463104	0.916	0.283422459893048	1	0.895424836601307	1	1	1	0.197278911564626	0.37914691943128	1	0.998616874135546	1	0.433423913043478	1	1	0.927350427350427	1	0.572164948453608	0.990944372574386	0.843529411764706	1	1	1	1	1	0.998953974895398	1	1	0.940314136125654	0.153061224489796	0.785615491009682	0.321656050955414	1	1	0.972602739726027	0.296153846153846	1	0.150943396226415	0.172661870503597	0.542372881355932	0.987031700288184	1	0.371428571428571	0.180365296803653	0.997687861271676
Thiamine metabolism	0.673758865248227	0.770220588235294	0.395280235988201	0.437716262975779	0.394101876675603	0.0182648401826484	0.0162337662337662	0.0700854700854701	0.767726161369193	0.923076923076923	0.106425702811245	0.989208633093525	0.130081300813008	0.27158273381295	0.0491803278688525	0.260744985673352	0.435240963855422	1	0.698067632850242	0.106941838649156	0.721052631578947	0.0292598967297762	0.70959595959596	0.211796246648794	0.437869822485207	0.744718309859155	0.784269662921348	0.2	0.552536231884058	0.592380952380952	0.915294117647059	0.517241379310345	0.563758389261745	0.755555555555556	0.559380378657487	0.900332225913621	0.794117647058823	0.273752012882448	0.383458646616541	0.903732809430255	0.894472361809045	0.274822695035461	0.495126705653021	0.29618320610687	0.661417322834646	0.619565217391304	0.445414847161572	0.0608552631578947	0.363636363636364	0.102040816326531	0.782967032967033	0.60377358490566	0.924581005586592	0.221698113207547	0.0735090152565881	0.584758942457232	0.0292207792207792	0.270440251572327	0.768382352941177	0.711511789181692	0.381533101045296	0.329979879275654	0.247910863509749
Thyroid cancer	1	1	0.975642760487145	0.978891820580475	0.989614243323442	0.957746478873239	0.984848484848485	0.130434782608696	0.00845070422535211	0.333759590792839	0.99803536345776	0.877750611246944	0.161392405063291	0.0780856423173804	0.0114503816793893	0.272984441301273	0.973282442748092	1	0.947916666666667	0.795031055900621	0.0401929260450161	0.0278637770897833	0.949852507374631	0.627019089574156	0.373695198329854	0.991452991452991	0.326605504587156	0.833333333333333	0.00503778337531486	0.828451882845188	0.311475409836066	1	0.743421052631579	1	0.676549865229111	0.0174927113702624	0.644588045234249	0.0342465753424658	0.925855513307985	0.434959349593496	0.898305084745763	0.511111111111111	1	0.237154150197628	0.42603550295858	0.405228758169935	0.956349206349206	1	0.750433275563258	0.662337662337662	0.908496732026144	0.0403846153846154	0.97768479776848	0.94912559618442	0.798223350253807	0.0229007633587786	0.0923566878980892	0.956140350877193	0.942992874109264	1	0.711165048543689	0.926553672316384	0.240822320117474
Thyroid hormone signaling pathway	0.959514170040486	0.804416403785489	0.99290780141844	0.826366559485531	0.685494223363286	1	1	0.348675034867504	0.931558935361217	0.863586358635864	1	0.972265023112481	0.217616580310881	0.587078651685393	0.705882352941177	0.0458488228004957	0.753393665158371	0.462809917355372	0.605590062111801	0.946808510638298	0.943965517241379	0.136563876651982	0.447826086956522	1	0.00631578947368421	0.0638930163447251	0.99327731092437	0.678197064989518	0.135135135135135	1	0.135693215339233	1	0.994350282485876	0.861016949152542	0.567375886524823	0.320675105485232	0.325991189427313	0.297777777777778	0.997716894977169	1	0.710526315789474	1	1	0.711711711711712	0.173803526448363	0.336898395721925	0.9296875	1	0.6	0.3	1	0.800362976406534	0.830769230769231	0.98191933240612	0.984461709211987	0.992957746478873	0.027027027027027	0.717741935483871	0.984520123839009	1	0.0275229357798165	1	0.189873417721519
